"","X","Attrition","Age","DistanceFromHome","Education","EnvironmentSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_No","BusinessTravel_Travel_Frequently","BusinessTravel_Non-Travel","Department_Research & Development","Department_Human Resources","EducationField_Other","EducationField_Medical","EducationField_Marketing","EducationField_Technical Degree","EducationField_Human Resources","Gender_Male","JobRole_Research Scientist","JobRole_Laboratory Technician","JobRole_Manufacturing Director","JobRole_Healthcare Representative","JobRole_Manager","JobRole_Sales Representative","JobRole_Research Director","JobRole_Human Resources","MaritalStatus_Married","MaritalStatus_Divorced","OverTime_No","predicted_value"
"993","993","No","0.5","0.857142857142857","0.25","0.666666666666667","0.666666666666667","0.5","0.666666666666667","0.521906266456029","0.333333333333333","0.714285714285714","1","0.333333333333333","0.333333333333333","0.325","0.333333333333333","0.666666666666667","0.15","0.222222222222222","0","0.294117647058824","1","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","No"
"995","995","No","0.80952380952381","0.964285714285714","0.25","1","1","0.75","0.666666666666667","0.644444444444444","0.222222222222222","0","0","0.333333333333333","0.333333333333333","0.6","0.5","0.333333333333333","0.125","0.166666666666667","0","0.117647058823529","1","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","No"
"998","998","Yes","0.214285714285714","0.571428571428571","0.75","1","0.666666666666667","0","0.666666666666667","0.0729331226961559","0.111111111111111","0.142857142857143","0","1","0","0.2","0.333333333333333","0.666666666666667","0.2","0.111111111111111","0.466666666666667","0.411764705882353","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","Yes"
"1001","1001","No","0.80952380952381","0.25","0.75","0.666666666666667","0.666666666666667","0","0","0.102211690363349","1","0.142857142857143","0","0.666666666666667","0","0.3","0.333333333333333","0","0.125","0.222222222222222","0","0.235294117647059","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"1010","1010","No","0.952380952380952","0","0.5","1","0.666666666666667","1","0","0.984307530279094","0.333333333333333","0.714285714285714","1","0.666666666666667","0.333333333333333","0.8","0.5","0.666666666666667","0.225","0.444444444444444","0.0666666666666667","0.294117647058824","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","No"
"1012","1012","No","0.428571428571429","0.0714285714285714","0.75","0","0.666666666666667","0.25","0.333333333333333","0.435439705107952","0.333333333333333","0.357142857142857","0","1","0","0.375","0.5","0.666666666666667","0.125","0.222222222222222","0","0.0588235294117647","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","No"
"1015","1015","No","0.30952380952381","0.25","1","0","0.666666666666667","0.75","0.333333333333333","0.811637704054766","0.333333333333333","0","0","0.666666666666667","0","0.225","0.5","1","0.075","0.111111111111111","0.0666666666666667","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","No"
"1018","1018","No","0.214285714285714","0.357142857142857","0","0.333333333333333","0.666666666666667","0","0","0.0573986308583465","0","0.214285714285714","0","0.333333333333333","0","0.15","0.5","1","0.125","0","0.0666666666666667","0.235294117647059","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","No"
"1025","1025","No","0.69047619047619","0.0357142857142857","0.75","0","0.666666666666667","0.75","0.666666666666667","0.850974196945761","0.333333333333333","0.571428571428571","0","0.333333333333333","0.666666666666667","0.65","0.333333333333333","1","0.5","0.944444444444444","0.333333333333333","0.352941176470588","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","No"
"1026","1026","No","0.142857142857143","0.107142857142857","0","1","0.666666666666667","0.25","0.666666666666667","0.166034755134281","0.111111111111111","0.0714285714285714","0","0.666666666666667","0.666666666666667","0.125","0.5","0.666666666666667","0.125","0.222222222222222","0","0.176470588235294","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","No"
"1033","1033","Yes","0.5","0.0357142857142857","0.5","0","0.333333333333333","0","0","0.138862559241706","0.222222222222222","0.857142857142857","1","0.333333333333333","0","0.275","0.333333333333333","1","0.025","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","Yes"
"1035","1035","No","0.642857142857143","0.678571428571429","0.5","0.333333333333333","0","0.5","0","0.518272775144813","0.222222222222222","0.5","0","0.333333333333333","0.333333333333333","0.6","0.333333333333333","0.666666666666667","0.175","0.388888888888889","0","0.411764705882353","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","No"
"1038","1038","No","0.642857142857143","1","0.5","0.333333333333333","0.666666666666667","0.5","1","0.440810953133228","0.444444444444444","0.5","0","1","0.666666666666667","0.25","0.666666666666667","1","0.075","0.0555555555555556","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","No"
"1041","1041","No","0.523809523809524","0.25","0","1","0.333333333333333","0.5","0.333333333333333","0.671300684570827","0.222222222222222","0","0","0.666666666666667","0.333333333333333","0.4","0.833333333333333","0.666666666666667","0.225","0.444444444444444","0.266666666666667","0.470588235294118","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","No"
"1042","1042","No","0.238095238095238","0.142857142857143","0.5","1","0.666666666666667","0.25","0","0.392522380200105","0","0.5","0","1","0","0.15","0.666666666666667","0.666666666666667","0.125","0.222222222222222","0.0666666666666667","0.176470588235294","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"1048","1048","No","0.357142857142857","0.214285714285714","0.5","1","0.666666666666667","0.25","0","0.177145866245392","0","0.214285714285714","0","0","0.666666666666667","0.125","0.333333333333333","0.666666666666667","0.1","0.166666666666667","0","0.176470588235294","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","No"
"1049","1049","No","0.380952380952381","0.0714285714285714","0.5","1","0","0.25","0","0.197472353870458","0.333333333333333","0.5","0","1","0","0.375","0.333333333333333","0.666666666666667","0.325","0.5","0.2","0.705882352941177","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"1051","1051","No","0.571428571428571","0.285714285714286","0.25","0","0.666666666666667","0","1","0.140284360189573","0.111111111111111","0.142857142857143","0","0.666666666666667","0","0.3","0.5","0.666666666666667","0.3","0.5","0.333333333333333","0.470588235294118","1","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","No"
"1052","1052","No","0.619047619047619","0","1","0","0.666666666666667","0.25","0.666666666666667","0.197946287519747","0.777777777777778","0.0714285714285714","0","0.666666666666667","0.333333333333333","0.275","0.666666666666667","0.333333333333333","0.025","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","No"
"1053","1053","No","0.285714285714286","0.214285714285714","0.5","0.666666666666667","0.666666666666667","0","0.666666666666667","0.0139547130068457","0.111111111111111","0.142857142857143","0","0.333333333333333","0.666666666666667","0.025","0.333333333333333","0.333333333333333","0.025","0","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"1061","1061","Yes","0.142857142857143","0.285714285714286","0.5","0.333333333333333","0.666666666666667","0","0","0.11390205371248","0.222222222222222","0","0","0.666666666666667","0","0.1","0.333333333333333","0.333333333333333","0","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","Yes"
"1066","1066","No","0.880952380952381","0.107142857142857","0.75","1","0.666666666666667","0.25","0.666666666666667","0.159347024749868","0","0.357142857142857","0","0.333333333333333","0","0.1","0.333333333333333","0.666666666666667","0.075","0.111111111111111","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","No"
"1067","1067","No","0.357142857142857","0.107142857142857","0.75","0","0.333333333333333","0","0.333333333333333","0.148973143759874","0.888888888888889","0","0","1","0","0.2","0.833333333333333","0.666666666666667","0.125","0.222222222222222","0","0.117647058823529","1","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","No"
"1070","1070","No","0.238095238095238","0","0.5","0","0.333333333333333","0","0.666666666666667","0.0291732490784623","0.111111111111111","0.214285714285714","0","1","0.333333333333333","0.025","0.333333333333333","0","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","No"
"1071","1071","No","0.238095238095238","0.214285714285714","0.5","0.666666666666667","0.666666666666667","0.25","0","0.204791995787256","0","0.214285714285714","0","1","0","0.125","0.833333333333333","0.666666666666667","0.1","0.111111111111111","0.0666666666666667","0.176470588235294","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","No"
"1077","1077","No","0.857142857142857","0.357142857142857","0.75","0.333333333333333","0.666666666666667","0.75","1","0.791100579252238","0.333333333333333","0.642857142857143","1","0","0.333333333333333","0.65","0.333333333333333","0.666666666666667","0.35","0.5","0.0666666666666667","0.705882352941177","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","No"
"1079","1079","No","0.619047619047619","0.964285714285714","0.5","1","0.666666666666667","0.75","0","0.806687730384413","0.333333333333333","0.142857142857143","0","0.666666666666667","0.333333333333333","0.6","0.166666666666667","1","0.5","0.333333333333333","0.933333333333333","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","No"
"1082","1082","No","0.404761904761905","0.535714285714286","0.5","1","0.333333333333333","0.5","0.333333333333333","0.400052659294365","0.111111111111111","0.571428571428571","0","1","0","0.275","0.5","0","0.275","0.444444444444444","0.2","0.176470588235294","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","No"
"1083","1083","No","0.119047619047619","0.678571428571429","0","0","0.666666666666667","0.25","0.666666666666667","0.0665086887835703","0","0.214285714285714","0","0.333333333333333","0","0.125","0.333333333333333","0.666666666666667","0.1","0.166666666666667","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"1084","1084","Yes","0.523809523809524","0.285714285714286","0.75","1","0.666666666666667","0","0","0.0531332280147446","0.333333333333333","0.214285714285714","0","0.333333333333333","0","0.375","0.5","0","0.125","0.222222222222222","0.0666666666666667","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","Yes"
"1086","1086","Yes","0.30952380952381","0.0714285714285714","0.5","1","0.666666666666667","0","0.666666666666667","0.161927330173776","0.111111111111111","0.0714285714285714","0","0","0","0.175","0.333333333333333","0","0.175","0.111111111111111","0.466666666666667","0.411764705882353","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","Yes"
"1087","1087","No","0.761904761904762","0.75","1","0.666666666666667","0","0.75","1","0.705739863085835","0.111111111111111","0.142857142857143","0","1","0","0.8","0.333333333333333","0.666666666666667","0.8","0.333333333333333","0.866666666666667","0.529411764705882","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","No"
"1089","1089","No","0.571428571428571","0.0357142857142857","0.5","0.666666666666667","0.333333333333333","0","0.333333333333333","0.201790416008425","0.444444444444444","0.214285714285714","0","0.333333333333333","0.333333333333333","0.1","0.5","0.666666666666667","0.025","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","No"
"1091","1091","No","0.261904761904762","0.25","0","0.666666666666667","0","0.25","0","0.458451816745656","0.333333333333333","0.142857142857143","0","0.666666666666667","0.333333333333333","0.225","0.5","0.666666666666667","0.175","0.388888888888889","0","0.411764705882353","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","No"
"1093","1093","No","0.642857142857143","0.964285714285714","0.5","1","0.666666666666667","0","1","0.0591363875724065","0.444444444444444","0.642857142857143","1","1","0.333333333333333","0.2","0.5","0.666666666666667","0.125","0.222222222222222","0","0.176470588235294","1","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1096","1096","No","0.357142857142857","0.964285714285714","0.75","0.333333333333333","0.666666666666667","0.25","0.666666666666667","0.221063717746182","0.111111111111111","0.0714285714285714","0","0.333333333333333","0.333333333333333","0.375","0.5","0.666666666666667","0.375","0.777777777777778","0.333333333333333","0.411764705882353","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","No"
"1105","1105","No","0.261904761904762","0.285714285714286","0.5","0.666666666666667","1","0","0.666666666666667","0.0759347024749868","0.666666666666667","0.5","0","0","0.666666666666667","0.125","0.333333333333333","0.333333333333333","0.025","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1109","1109","No","0.404761904761905","0","0.5","1","0.333333333333333","0","0","0.0758820431806214","0.111111111111111","0.571428571428571","0","0.333333333333333","0","0.075","0.5","0.666666666666667","0.075","0","0.0666666666666667","0.117647058823529","1","0","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","No"
"1114","1114","No","0.333333333333333","0","0.75","1","0.666666666666667","0.25","0","0.162085308056872","0.444444444444444","0.214285714285714","0","0.333333333333333","0.333333333333333","0.225","0.5","0.333333333333333","0.15","0.277777777777778","0.0666666666666667","0.117647058823529","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","No"
"1115","1115","No","0.714285714285714","0.5","0.75","0.666666666666667","0.666666666666667","0","0","0.0715113217482886","0.888888888888889","0.0714285714285714","0","1","0.333333333333333","0.25","0.5","0.333333333333333","0.2","0.111111111111111","0.466666666666667","0.352941176470588","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","No"
